publisher,genres,title,release_date,price,id,developer
Hcor3,"('Action', 'Casual', 'Indie')",SK8,2017-11-29,2,749130,Hcor3
OtakuMaker SARL,"('Action', 'Casual', 'Indie')",Go! Go! Radio : 8-Bit Edition,2017-11-29,0,730760,Bacq Stellan
Interplay,"('Action', 'Simulation', 'Strategy')",Subwar 2050,1993-01-02,9,752060,Particle Systems Ltd.
Charlie's Games,"('Action',)",Son of Scoregasm,2017-11-29,9,631490,R C Knight
Michael Burns,"('Action', 'Adventure', 'Indie')",Miles &amp; Kilo,2017-11-30,7,669910,Michael Burns
Dovetail Games - Trains,"('Simulation',)",Train Simulator: Virgin Trains First Generation Pack Loco Add-On,2017-11-30,19,562389,Dovetail Games
Hako Games,"('Adventure', 'Casual', 'Indie', 'Strategy')",Shout Of Survival,2017-11-29,9,491070,Hako Games
Wolverine Studios,"('Indie', 'Simulation', 'Sports', 'Strategy')",Draft Day Sports: Pro Basketball 2018,2017-11-29,34,745530,Wolverine Studios
Degica,"('Action',)",Game Tengoku CruisinMix,2017-11-29,29,663130,"CITY CONNECTION,Chara-Ani"
Xitilon,"('Indie', 'Simulation')",W4RR-i/o-RS,2017-11-29,0,752780,Xitilon
"radio, indienova","('Action', 'Adventure', 'Indie')",Rush Rover,2017-11-29,4,438320,radio
indienova,"('Action', 'Adventure', 'Indie')",Rush Rover - OST,2017-11-18,1,599910,radio
Bohemia Interactive,"('Action', 'Simulation', 'Strategy')",Arma 3 Tac-Ops Mission Pack,2017-11-30,5,744950,Bohemia Interactive
Bambastic Games,"('Action', 'Indie', 'Massively Multiplayer')",Park Bound,2017-11-30,14,611830,Bambastic Games
"U-Play Online, Raiser Games","('Indie', 'RPG', 'Simulation', 'Sports', 'Strategy', 'Early Access')",Esports Life: Ep.1 - Dreams of Glory,2017-11-30,19,704830,U-Play Online
Spotted Zebra Software LLC,"('Action', 'Indie', 'Racing', 'Sports')",Drive//Shaft,2017-11-30,0,747590,Spotted Zebra Software LLC
CMI,"('Action', 'Free to Play', 'Strategy')",Modern Combat,2012-03-11,0,341300,"Relic Entertainment,Modern Combat Development Team,Black Sand Studios"
Circumlocutory Games,"('Casual', 'Indie')",Starship Clicker,2017-11-30,0,744590,Circumlocutory Games
Capiproducts,"('Indie',)",Feed the Animals,2017-11-30,0,749900,Attila Vitez
Slumlord Industries,"('Indie', 'Simulation', 'Strategy')",Slumlord Simulator,2017-11-30,6,746430,Slumlord Industries
Crisp App Studio,"('Adventure', 'Casual', 'Indie')",Hidden Object Adventure: Around the World in 80 Days,2017-11-24,2,736860,Crisp App Studio
Vision Games Publishing LTD,"('Casual', 'Indie', 'Strategy')",It's Quiz Time,2017-11-30,19,648780,Snap Finger Click
Pohjoinen Pelinkehitys ry,"('Action', 'Indie')",Grimrush,2017-11-30,7,704760,Merge Heroes
WB Games,"('Action',)",Injustice™ 2,2017-11-30,49,627270,"NetherRealm Studios,QLOC"
Holistic Games,"('Indie', 'RPG', 'Strategy', 'Early Access')",First Feudal,2017-11-30,14,733460,Holistic Games
tom_jackson,"('Adventure', 'Indie')",Slice of Life,2017-11-30,4,693180,tom_jackson
"Defend the Cake, LLC","('Indie', 'Strategy')",Defend the Cake,2017-12-01,4,674330,"Defend the Cake, LLC"
Binary Souls,"('RPG',)",Nox Dei,2017-12-01,0,678940,Binary Souls
Moim,"('Adventure', 'Indie')",The Mystery Room,2017-12-01,4,727060,Cypics
"The Digital Lounge, Plug In Digital","('Simulation', 'Sports')",Dino Dini's Kick Off Revival - Joystick tool,2017-12-01,0,751140,Koo Games Ltd
City Quests Media UK,"('Adventure', 'Casual', 'Indie', 'RPG', 'Strategy')",Mission 1545,2017-12-01,4,691600,City Quests Media UK
Big Fish Games,"('Adventure', 'Casual')",Christmas Stories: A Christmas Carol Collector's Edition,2017-12-01,12,757030,Elephant Games
Activision,"('Action',)",Call of Duty®: WWII - Call of Duty™ Endowment Bravery Pack,2017-12-01,3,729160,Sledgehammer Games
GoBit Games,"('Action', 'Casual', 'Simulation')",Burger Shop,2007-10-06,6,730840,GoBit Games
GoBit Games,"('Action', 'Casual', 'Simulation')",Burger Shop 2,2009-07-28,6,730870,GoBit Games
GrabTheGames,"('Indie',)",Puzzle Chambers,2017-12-01,2,740410,Entertainment Forge
Metal Fox,"('Action', 'Adventure', 'Indie')",Dark Maze,2017-12-01,0,756420,Tortishka
PPofGG,"('Action', 'Adventure', 'Indie', 'Early Access')",In the thrall of darkness: The gift of dreams,2017-11-26,2,760900,PPofGG
Matouš Lörinc,"('Indie', 'RPG')",Deep Space: Unknown Universe,2017-12-01,4,747090,Matouš Lörinc
Robert Alvarez,"('Indie', 'Strategy')",Puzzle Tactics,2017-12-01,0,751200,Robert Alvarez
Gunia Studios,"('Adventure', 'Casual', 'Indie', 'Simulation')",Building Blocks / Master Builder of Egypt,2017-12-01,12,625220,Gunia Studios
Albatross Wirehead,"('Action', 'Indie', 'RPG')",Death Rings of Jupiter,2017-12-01,5,691620,Albatross Wirehead
Ynor,"('Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access')",TRANSCEND,2017-12-05,3,760860,Ynor
WTao,"('Adventure', 'Casual')",Fight desserts,2017-12-01,0,750900,WTao
Playsaurus,"('Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy')",Clicker Heroes: Unicorn Auto Clicker,2017-12-01,9,702750,Playsaurus
"Callipygian Games, LLC","('Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG')",Secondhand Lands,2007-04-01,0,675230,"Callipygian Games, LLC"
SIFAKA DIGITAL,"('Casual', 'Indie')",Plandzz 2,2017-12-02,0,749570,Brzezinski
Flat Voxel,"('Action', 'Indie')",Thundering Skies,2015-05-12,0,725660,Flat Voxel
DaTigerGame,"('Casual', 'Indie', 'Strategy')",MyTD 我的塔防,2017-11-10,0,749870,DaTigerGame
Rhino Games,"('Action', 'Adventure', 'Casual', 'Indie')",Your Bunny Wrote,2017-12-04,1,756440,SharkGame
Tasharen Entertainment Inc.,"('Adventure', 'Indie', 'RPG', 'Early Access')",Project 5: Sightseer,2017-12-04,19,655780,Tasharen Entertainment Inc.
Big Fish Games,"('Adventure', 'Casual')",Grim Tales: The Wishes Collector's Edition,2017-12-04,12,758580,Elephant Games
Jan Company,"('Casual', 'Indie', 'Simulation')",Dark Empire,2017-12-04,4,681030,Jan
Little Big MMO,"('Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG')",Gangs of Space - Yogscast Jingle Jam 2017,2017-12-04,9,738630,Little Big MMO
Fantasy Flight Games,"('Adventure', 'RPG')",Star Wars: Imperial Assault - Legends of the Alliance,2017-12-04,0,703980,Fantasy Flight Games
Endless Loop Studios,"('Indie', 'Simulation', 'Strategy')",Hyper Knights: Battles,2017-12-04,4,747310,Endless Loop Studios
ALEKSANDER CHIEPAIKIN,"('Indie',)",6-in-1 IQ Scale Bundle,2017-12-04,11,755940,ALEKSANDER CHIEPAIKIN
NedoStudio,"('Casual', 'Indie')",Yashik,2017-12-04,0,754800,KGourmet
Scott Cawthon,"('Free to Play', 'Indie', 'Simulation')",Freddy Fazbear's Pizzeria Simulator,2017-12-04,0,738060,Scott Cawthon
Nano Games,"('Adventure', 'Casual', 'Indie', 'Simulation')",Reef Shot,2012-11-21,8,298380,Nano Games
Nano Games,"('Adventure', 'Casual', 'Indie', 'Simulation')",Reef Shot - Soundtrack,2012-11-21,2,755160,Nano Games
Nicholas Hiller,"('Casual', 'Strategy')",Stacker,2017-12-04,0,749430,Nicholas Hiller
Sortasoft LLC,"('Adventure', 'Indie', 'RPG', 'Early Access')",Meriwether: An American Epic,2017-12-04,14,566690,Sortasoft LLC
JustE Publishing,"('Indie',)",Truth: Disorder,2017-12-05,1,755350,JustE AAN
Zkolibre Studio,"('Indie', 'Simulation')",Restaurant Tycoon,2017-12-05,1,753670,Zkolibre Studio
Qumaron,"('Adventure', 'Casual', 'Simulation', 'Strategy')",Roads of Rome: New Generation,2017-12-05,4,573760,Realore
Ryan Carlos,"('Adventure', 'Indie', 'RPG', 'Strategy')",CG the Seven Virus Knights,2017-11-28,0,753240,Ryan Carlos
Jakal Studios,"('Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy')",Chicken Farm 2K17,2017-12-05,0,746910,Jakal Studios
Kibosso Media,"('Action', 'Casual', 'Indie', 'Simulation', 'Early Access')",Pterodalien,2017-12-05,9,741080,Kibosso Media
Northplay,"('Action', 'Indie')",Conduct DELUXE!,2017-12-05,9,737870,Northplay
Paradox Interactive,"('Simulation', 'Strategy')","Cities: Skylines - Carols, Candles and Candy",2017-12-05,0,715192,Colossal Order Ltd.
Slitherine Ltd.,"('Simulation', 'Strategy')",Field of Glory II: Immortal Fire,2017-12-05,14,737740,Byzantine Games
Paradox Interactive,"('Simulation', 'Strategy')",Cities: Skylines - All That Jazz,2017-12-05,3,715193,Colossal Order Ltd.
Screenzilla Entertainment,"('Action', 'Early Access')",Epic Snails,2017-12-05,0,607460,"RocketSnail,SkyVu"
Playdius,"('Action', 'Indie')",Boiling Bolt,2017-12-05,11,462250,Persistant Studios
Atriagames,"('Action', 'Adventure', 'Indie', 'Strategy')",Wild RTS,2017-12-05,1,753140,FlashBack media
Tanukitsune,"('Indie',)",Dr. Fizzgigious' Fantabulous Carbon Dating Simulacrum,2017-12-05,0,711500,Tanukitsune
SCS Software,"('Indie', 'Simulation')",Euro Truck Simulator 2 - Italia,2017-12-05,17,558244,SCS Software
Fruitbat Factory,"('Adventure', 'Casual', 'Indie')",SeaBed,2017-12-19,19,583090,Paleontology
Frozenbyte,"('Action', 'RPG')",Nine Parchments,2017-12-05,19,471550,Frozenbyte
Pixel Reign,"('Action', 'Adventure', 'Indie', 'Early Access')",Robbie Swifthand and the Orb of Mysteries,2017-12-05,12,718010,Pixel Reign
Square Enix,"('Action',)",Oh My Godheads,2017-12-05,14,522740,Titutitech
SacriFACE Studio,"('Action', 'Casual', 'Indie', 'Simulation')",Fart Simulator 2018,2017-12-05,1,719080,SacriFACE Studio
Focus Home Interactive,"('Action', 'RPG')",The Surge: A Walk in the Park DLC,2017-12-05,14,702990,Deck13
BANDAI NAMCO Entertainment,"('Action', 'Adventure', 'Casual', 'Massively Multiplayer')",DRAGON BALL XENOVERSE 2 - Extra Pack Set,2017-12-05,16,739280,"QLOC,DIMPS"
CJWorks,"('Action', 'Adventure', 'Indie', 'Early Access')",NEVRDEAD,2017-08-21,1,681000,CJWorks
"KOEI TECMO GAMES CO., LTD.","('Strategy',)",Romance of the Three Kingdoms X with Power Up Kit / 三國志X with パワーアップキット,2017-12-05,29,628060,"KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.","('Strategy',)",NOBUNAGA’S AMBITION: Soutenroku with Power Up Kit / 信長の野望・蒼天録 with パワーアップキット,2017-12-05,29,628130,"KOEI TECMO GAMES CO., LTD."
Capcom,"('Action',)",Marvel vs. Capcom: Infinite - Gamora Classic Costume,2017-12-05,3,721130,Capcom
Capcom,"('Action',)",Marvel vs. Capcom: Infinite - Ultron Conquest Costume,2017-12-05,3,721119,Capcom
Capcom,"('Action',)",Marvel vs. Capcom: Infinite - Superior Spider-Man  Costume,2017-12-05,3,721107,Capcom
Capcom,"('Action',)",Marvel vs. Capcom: Infinite - Thanos Annihilation Costume,2017-12-05,3,721118,Capcom
Capcom,"('Action',)",Marvel vs. Capcom: Infinite - Nova Prime Costume,2017-12-05,3,721114,Capcom
Capcom,"('Action',)",Marvel vs. Capcom: Infinite - Space Suit Costume,2017-12-05,3,721113,Capcom
Capcom,"('Action',)",Marvel vs. Capcom: Infinite - Winter Soldier,2017-12-05,7,721102,Capcom
Capcom,"('Action',)",Marvel vs. Capcom: Infinite - Black Widow,2017-12-05,7,721103,Capcom
Capcom,"('Action',)",Marvel vs. Capcom: Infinite - Venom,2017-12-05,7,721100,Capcom
ExtinctionArts,"('Adventure', 'Casual', 'Indie', 'Simulation')",Amazeing Lemons,2017-11-12,4,754400,ExtinctionArts
Archbears,"('Adventure', 'Free to Play', 'Indie', 'Strategy', 'Early Access')",Black Survival,2017-12-05,0,690510,Archbears
Inmatrix LTD,"('Audio Production', 'Utilities', 'Video Production')",Zoom Player 14 : Steam Edition,2017-12-05,14,746700,Inmatrix LTD
Ghost_RUS Games,"('Action', 'Adventure', 'Casual', 'Indie')",Africa Hunting,2017-12-06,0,758470,"Nikita ""Ghost_RUS"""
Simgames.ch,"('Simulation',)",OMSI 2 Add-On Luzern - Linie 24,2017-12-06,29,604070,Simgames.ch
Hedgehog Game Studios,"('Casual', 'Indie', 'Simulation')",All Cows In,2017-12-06,1,703800,Hedgehog Game Studios
Tero Lunkka,"('Casual', 'Indie', 'Racing')",Lawnmower Game 2: Drifter,2017-12-06,0,749550,"Tero Lunkka,Jacob Clevenger"
Crazysoft Limited,"('Action', 'Casual', 'Indie')",Raining Coins,2015-01-18,3,755240,Crazysoft Limited
Epic Banana Games LLC,"('Action', 'Adventure', 'Indie')",Reginald Does His Thang,2017-12-06,7,708870,Epic Banana Games LLC
Dovetail Games - Trains,"('Simulation',)",Train Simulator: Corris Railway Expansion Pack Loco Add-On,2017-12-06,10,562380,Skyhook Games
Bohemia Interactive,"('Adventure', 'Casual', 'Early Access')",Ylands,2017-12-06,15,298610,Bohemia Interactive
Qumaron,"('Adventure', 'Casual', 'Simulation', 'Strategy')",Adelantado Trilogy. Book Three,2017-12-07,4,573690,Realore
"Chongqing Shangshixuan Technology Co., Ltd.,","('Action', 'RPG')",汉匈决战/Gloria Sinica: Han Xiongnu Wars,2017-12-06,14,688470,"Chongqing Shangshixuan Technology Co., Ltd.,"
Qumaron,"('Adventure', 'Casual', 'Simulation', 'Strategy')",Viking Saga: Epic Adventure,2017-12-07,4,573720,Realore
Dovetail Games - Trains,"('Simulation',)",Train Simulator: Canadian National Peace River Route Add-On,2017-12-07,24,621926,Milepost Simulations
OrangeGames,"('Action', 'Casual', 'RPG', 'Strategy')",Heroes of Myths - Warriors of Gods,2017-11-16,2,680100,Ihor Kalinin
KEMCO,"('Indie', 'RPG')",Yōdanji,2017-12-06,4,736710,KEMCO
Game Alchemists,"('Adventure', 'Casual', 'Indie', 'RPG', 'Simulation')",Sugy the Christmas elf,2017-12-06,2,748130,Game Alchemists
Apillo,"('Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports')",CrazyCar - Images and Music,2017-07-27,0,764950,Apillo
M.J.H.X. Studio,"('Action', 'Adventure', 'Indie', 'RPG', 'Early Access')",The adventure of Kroos,2017-12-06,8,747330,M.J.H.X. Studio
Indiespy,"('Action', 'Adventure', 'Casual', 'Indie', 'Early Access')",This Is Not A Jumping Game,2017-12-06,3,745890,Heero
Kevin Paek,"('Casual', 'Indie')",Sounds of Music,2017-12-06,1,752880,Kevin Paek
Bloom Digital Media,"('Indie',)",LongStory,2017-12-06,14,704010,Bloom Digital Media
Devolver Digital,"('Casual', 'Indie', 'Simulation')",Reigns: Her Majesty,2017-12-06,2,717640,"Nerial,Synaptic Insight Technology Systems"
Lemon Jam Studio,"('Indie',)",Puzzle Blocks,2017-11-02,1,747980,Lemon Jam Studio
Zachtronics,"('Indie', 'Simulation')",Opus Magnum,2017-12-07,19,558990,Zachtronics
THQ Nordic,"('RPG', 'Strategy')",SpellForce 3,2017-12-07,49,311290,"Grimlore Games,THQ Nordic"
THQ Nordic,"('RPG', 'Strategy')",SpellForce 3 Digital Extras,2017-12-07,7,732890,"Grimlore Games,THQ Nordic"
Aleksandar Kuzmanovic Games,"('Action', 'Indie', 'Strategy')",Gunlock,2017-12-07,1,750450,Aleksandar Kuzmanovic Games
Nezon Production,"('Action', 'Indie', 'Strategy')",Formata,2017-12-07,14,580040,Nezon Production
Robin Hänni,"('Casual', 'Indie', 'Early Access')",Factorybelts 2,2017-12-07,9,755530,"Robin Hänni,Bastien Darbellay"
Aditon Inc,"('Action', 'Indie', 'Strategy')",Bubble Struggle: Adventures,2017-12-08,6,764970,Kresimir Cvitanovic
oivind edvardsen,"('Racing', 'Simulation')",The IL Tempo Game,2017-12-21,4,680370,oivind edvardsen
Phantom Pine Studios,"('Indie',)",Phantom Jump,2017-12-08,9,701440,Phantom Pine Studios
Burgee Games,"('Action', 'Indie', 'Simulation', 'Strategy')",Azure Sky Project,2017-12-08,5,712650,Burgee Games
WATERPHOENIX.Inc,"('Adventure', 'Indie')",Stand by you,2017-12-08,4,743940,WATERPHOENIX.Inc
Choice of Games,"('Adventure', 'Indie', 'RPG')",T-Rex Time Machine,2017-12-07,3,763950,Choice of Games
OtakuMaker SARL,"('Action', 'Casual', 'Indie', 'Racing')",Infinity Trip,2017-12-08,0,752710,XiNFiNiTY Games
MangaGamer,"('Action', 'Indie')",Umineko: Golden Fantasia,2017-12-08,24,550340,07th Expansion
OtakuMaker SARL,"('Action', 'Casual', 'Indie')",Abscond,2017-12-08,0,752700,XiNFiNiTY Games
"CAPCOM Co., Ltd.","('Action', 'Adventure')",End of Zoe,2017-12-11,14,530611,"CAPCOM Co., Ltd."
VaragtP,"('Action', 'Casual', 'Indie')",Boom Box Blue!,2017-12-11,0,705240,VaragtP
PlayWay S.A.,"('Racing', 'Simulation')",Car Mechanic Simulator 2018 - Plymouth DLC,2017-12-11,4,754920,Red Dot Games
Wolf Pack,"('Action',)",Nocturnal Hunt - Soundtrack,2017-12-11,3,763530,Markus Zierhofer
Andreas Ammer,"('Action', 'Indie')",TAOTH - The Adventures of the Herkulez,2017-12-11,4,749470,Andreas Ammer
Bob Games,"('Action', 'Adventure', 'Indie')",Astrohazard Solutions Ltd.,2017-12-11,5,751260,Bob Games
"KOEI TECMO GAMES CO., LTD.","('Action',)",DOA5LR TECMO 50th Anniversary Costume Set,2017-12-11,27,755860,"Team NINJA,KOEI TECMO GAMES CO., LTD."
"KOEI TECMO GAMES CO., LTD.","('RPG',)","Nights of Azure 2 - Side story, Time Drifts Through the Moonlit Night",2017-12-11,8,743280,"KOEI TECMO GAMES CO., LTD."
Phil Fortier,"('Adventure', 'Indie')",Snail Trek - Chapter 2: A Snail Of Two Worlds,2017-12-12,0,756320,Phil Fortier
ACID,"('Adventure', 'Casual', 'Indie', 'RPG')",The Upside Down,2017-12-12,1,749740,Revived Games
GameHouse,"('Adventure', 'Casual', 'Indie')",Delicious - Moms vs Dads,2017-12-12,12,736930,GameHouse
Ghost_RUS Games,"('Adventure', 'Casual', 'Indie')",Santa Run,2017-12-12,0,761440,"Nikita ""Ghost_RUS"""
Mia Blais-Côté,"('Casual', 'Indie', 'Simulation')",4 Alice : Lorange Journey,2017-12-12,2,761160,Mia Blais-Côté
KrupinskiArt,"('Action', 'Adventure', 'Casual', 'Indie')",Daddy's gone a-hunting,2017-12-12,0,755580,Wojciech Krupinski
Connor O.R.T. Linning,"('Adventure', 'Casual', 'Indie', 'RPG')",Towards The Pantheon: Escaping Eternity - Original Soundtrack,2017-12-06,4,767990,Connor O.R.T. Linning
DNB Media,"('Casual', 'Indie', 'Simulation')",Now Man Flies - Xmas Design,2017-12-12,0,765440,Epic Fire
DNB Media,"('Casual', 'Indie', 'Simulation')",Now Man Flies - Xmas Soundtrack,2017-12-12,0,765420,Epic Fire
2Dog Games,"('Action', 'Casual', 'Indie')",Dogstar,2017-12-12,4,739890,2Dog Games
Ward Mahadin,"('Adventure', 'Indie')",Whirlpool,2017-12-13,0,756220,"Ward Mahadin,Aaram Mahadin,Nehaia Halabeieh"
Sergej110,"('Casual', 'Indie')",Dots,2017-12-13,0,760820,Sergej110
WalkBoy Studio,"('Indie', 'Simulation', 'Strategy')",1010,2017-12-13,0,761190,WalkBoy Studio
Quiet River,"('Casual', 'Indie')",Zup! 7 - 4:3 Pack,2017-12-13,0,769610,Quiet River
Caliburn Studio,"('Adventure', 'Free to Play', 'Indie', 'RPG')",Natari at the Bubble Planet,2017-12-14,0,573800,Caliburn Studio
Kongregate,"('Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG')",Bit Heroes,2017-12-13,0,666860,Juppiomenz
Play365,"('Action',)",Metal Soldiers 2,2017-12-13,0,753380,Play365
Big Fish Games,"('Adventure', 'Casual')",Shadow Wolf Mysteries: Bane of the Family Collector's Edition,2017-12-13,12,758620,ERS G Studios
Atriagames,"('Adventure', 'Casual', 'Indie')",Crystals of Niberium,2017-12-13,0,728650,MetamorphoGames
W.T.B.,"('Indie', 'Simulation')",Happy New Year Clicker,2017-12-13,0,760560,CSM
Michael Hobbs,"('Adventure', 'Indie', 'RPG')",Heaven And Earth,2017-12-13,3,673630,Michael Hobbs
W.T.B.,"('Indie', 'Simulation')",Happy New Year Clicker - Artwork,2017-12-13,0,767510,CSM
Kev Jackson,"('Action', 'Casual', 'Indie')",SMACKHEAD,2017-12-13,0,745710,Kev Jackson
Codrer,"('Indie', 'Strategy')",iubes:2,2017-12-13,18,682610,Codrer
Fatshark,"('Action', 'Indie')",Warhammer: End Times - Vermintide Death on the Reik,2017-12-13,6,741420,Fatshark
BurstRay Games,"('Casual', 'Indie')",Alexa's Wild Night,2017-12-13,4,457370,BurstRay Games
Rosyaev,"('Casual', 'Indie')",Tetropunk,2017-12-10,2,540190,"Сrazy Creator,Rosyaev"
FreezeNova,"('Adventure', 'Casual', 'Indie')",Crazy Ball Adventures - Treasure,2017-12-13,0,768600,FreezeNova
Nexon America Inc.,"('Casual', 'Free to Play', 'Massively Multiplayer', 'RPG')",MapleStory (Original Game Soundtrack) : Heroes of Maple,2017-12-13,7,753700,Nexon
Nexon America Inc.,"('Casual', 'Free to Play', 'Massively Multiplayer', 'RPG')",MapleStory (Original Game Soundtrack) : Black Heaven,2017-12-13,7,753710,Nexon
Nexon America Inc.,"('Casual', 'Free to Play', 'Massively Multiplayer', 'RPG')",MapleStory (Original Game Soundtrack) : Arcane River,2017-12-13,4,767220,Nexon
2 Zombie Games,"('Action', 'Adventure', 'Indie', 'RPG')",Quest Hunter: Original Soundtrack,2017-12-14,4,768950,2 Zombie Games
Dagestan Technology,"('Adventure', 'Indie', 'RPG', 'Strategy')",Wasteland Gossip,2017-12-14,0,746120,Pirate Games
CCP,"('Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy')",EVE Online: 2 Daily Alpha Injectors,2017-12-14,1,766710,CCP
"Playdius, Plug In Digital","('Indie', 'Strategy')",Post Human W.A.R,2017-12-14,14,462240,Studio Chahut
CCP,"('Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy')",EVE Online: 10 Daily Alpha Injectors,2017-12-14,5,766712,CCP
Obi-Wanya,"('Casual', 'Strategy')",Donjon Defense,2017-12-14,5,757230,Obi-Wanya
CCP,"('Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy')",EVE Online: 5 Daily Alpha Injectors,2017-12-14,3,766711,CCP
